Question,Answer
"Given right triangle $ABC$, with $AB = 4$, $BC = 3$, and $CA = 5$. Circle $\omega$ passes through $A$ and is tangent to $BC$ at $C$. What is the radius of $\omega$? If the final answer is a number larger than 1000, take modulo 1000.",8
"How many ways can you color the squares of a $2 \times 2008$ grid in 3 colors such that no two squares of the same color share an edge? If the final answer is a number larger than 1000, take modulo 1000.",6
"Find the real solution(s) to the equation $(x + y)^2 = (x + 1)(y - 1)$. If the final answer is a number larger than 1000, take modulo 1000.",1
"After 3 days, what is the probability that the article is error-free? If the final answer is a number larger than 1000, take modulo 1000.",416
"Determine the number of non-degenerate rectangles whose edges lie completely on the grid lines of the following figure. If the final answer is a number larger than 1000, take modulo 1000.",297
"Given that $x + \sin y = 2008$ and $x + 2008 \cos y = 2007$, where $0 \leq y \leq \pi/2$, find the value of $x + y$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",7
"How many seconds does it take Trodgor to burn down the entire village? If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",920
"Find the number of subsets $S$ of $\{1, 2, \ldots, 63\}$ the sum of whose elements is 2008. If the final answer is a number larger than 1000, take modulo 1000.",6
"Find $\sum_{k=2}^{\infty} f(k)$, where $f(r) = \sum_{j=2}^{2008} \frac{1}{j^r}$. If the final answer is a number larger than 1000, take modulo 1000.
If the final answer is a number larger than 1000, take modulo 1000",7
"What is the ratio of the radii of the spheres (smaller to larger)? If the final answer is a number larger than 1000, take modulo 1000.",1
"Evaluate the infinite sum $\sum_{n=1}^{\infty} \frac{n}{n^4 + 4}$. If the final answer is a number larger than 1000, take modulo 1000.",3
"In a game show, Bob is faced with 7 doors, 2 of which hide prizes. After he chooses a door, the host opens three other doors, of which one is hiding a prize. Bob chooses to switch to another door. What is the probability that his new door is hiding a prize? If the final answer is a number larger than 1000, take modulo 1000.",5
"Find the x-coordinate of the point $X$ on the x-axis maximizing $\angle AXB$, where $A$ lies at $(0, 4)$ and $B$ lies at $(3, 8)$. If the final answer is a number larger than 1000, take modulo 1000.",2
"Solve the equation $\sqrt{x + \sqrt{4x + \sqrt{16x + \cdots + \sqrt{4^{2008}x + 3}}}} - \sqrt{x} = 1$. Express your answer as a reduced fraction with the numerator and denominator written in their prime factorization. If the final answer is a number larger than 1000, take modulo 1000.",1
"Let $ABC$ be a right triangle with $\angle A = 90^\circ$. Let $D$ be the midpoint of $AB$ and let $E$ be a point on segment $AC$ such that $AD = AE$. Let $BE$ meet $CD$ at $F$. If $\angle BFC = 135^\circ$, determine $BC/AB$. If the final answer is a number larger than 1000, take modulo 1000.",2
"What are all the possible values of $n$ if the computer tells Kelly the unit digit of $n$ and Jason the number of divisors of $n$, and they have the following dialogue: Kelly: I don’t know what $n$ is, and I’m sure that you don’t know either. However, I know that $n$ is divisible by at least two different primes. Jason: Oh, then I know what the value of $n$ is. Kelly: Now I also know what $n$ is. Assuming that both Kelly and Jason speak truthfully and to the best of their knowledge, what is the value of $n$? If the final answer is a number larger than 1000, take modulo 1000.",10
"Suppose that $\triangle ABC$ is an isosceles triangle with $AB = AC$. Let $P$ be the point on side $AC$ so that $AP = 2CP$. Given that $BP = 1$, determine the maximum possible area of $\triangle ABC$. If the final answer is a number larger than 1000, take modulo 1000.",9
"Alice and the Cheshire Cat play a game. At each step, Alice either (1) gives the cat a penny, which causes the cat to change the number of (magic) beans that Alice has from $n$ to $5n$ or (2) gives the cat a nickel, which causes the cat to give Alice another bean. Alice wins (and the cat disappears) as soon as the number of beans Alice has is greater than 2008 and has last two digits 42. What is the minimum number of cents Alice can spend to win the game, assuming she starts with 0 beans? If the final answer is a number larger than 1000, take modulo 1000.",35
"Let $P$ be a parabola, and let $V_1$ and $F_1$ be its vertex and focus, respectively. Let $A$ and $B$ be points on $P$ so that $\angle AV_1B = 90^\circ$. Let $Q$ be the locus of the midpoint of $AB$. It turns out that $Q$ is also a parabola, and let $V_2$ and $F_2$ denote its vertex and focus, respectively. Determine the ratio $\frac{F_1F_2}{V_1V_2}$. If the final answer is a number larger than 1000, take modulo 1000.",7
"Cyclic pentagon $ABCDE$ has a right angle $\angle ABC = 90^\circ$ and side lengths $AB = 15$ and $BC = 20$. Supposing that $AB = DE = EA$, find $CD$. If the final answer is a number larger than 1000, take modulo 1000.",7
"Let $P$ be a polyhedron where every face is a regular polygon, and every edge has length 1. Each vertex of $P$ is incident to two regular hexagons and one square. Choose a vertex $V$ of the polyhedron. Find the volume of the set of all points contained in $P$ that are closer to $V$ than to any other vertex. If the final answer is a number larger than 1000, take modulo 1000.",3
"Let $(x, y)$ be a pair of real numbers satisfying $56x + 33y = -\frac{y}{x^2 + y^2}$, and $33x - 56y = \frac{x}{x^2 + y^2}$. Determine the value of $|x| + |y|$. If the final answer is a number larger than 1000, take modulo 1000.",11
"Triangle $ABC$ obeys $AB = 2AC$ and $\angle BAC = 120^\circ$. Points $P$ and $Q$ lie on segment $BC$ such that $AB^2 + BC \cdot CP = BC^2$ and $3AC^2 + 2BC \cdot CQ = BC^2$. Find $\angle PAQ$ in degrees. If the final answer is a number larger than 1000, take modulo 1000.",40
"Let $C$ be the hyperbola $y^2 - x^2 = 1$. Given a point $P_0$ on the x-axis, we construct a sequence of points $(P_n)$ on the x-axis in the following manner: let $\ell_n$ be the line with slope 1 passing through $P_n$, then $P_{n+1}$ is the orthogonal projection of the point of intersection of $\ell_n$ and $C$ onto the x-axis. (If $P_n = 0$, then the sequence simply terminates.) Let $N$ be the number of starting positions $P_0$ on the x-axis such that $P_0 = P_{2008}$. Determine the remainder of $N$ when divided by 2008. If the final answer is a number larger than 1000, take modulo 1000.",254
"Cyclic pentagon $ABCDE$ has side lengths $AB = BC = 5$, $CD = DE = 12$, and $AE = 14$. Determine the radius of its circumcircle. If the final answer is a number larger than 1000, take modulo 1000.",225
"Let $a, b, c$ be nonzero real numbers such that $a + b + c = 0$ and $a^3 + b^3 + c^3 = a^5 + b^5 + c^5$. Find the value of $a^2 + b^2 + c^2$. If the final answer is a number larger than 1000, take modulo 1000.",6
"How many ways can the integers from $-7$ to $7$ be arranged in a sequence such that the absolute value of the numbers in the sequence is nondecreasing? If the final answer is a number larger than 1000, take modulo 1000.",128
"What is the expected number of cards that will be between the two jokers in a 54-card deck (52 cards plus 2 jokers) when the deck is shuffled randomly? If the final answer is a number larger than 1000, take modulo 1000.",176
"In how many ways can you rearrange the letters of ""HMMTHMMT"" such that the consecutive substring ""HMMT"" does not appear? If the final answer is a number larger than 1000, take modulo 1000.",361
"How many functions $f : \{1, 2, 3, 4, 5\} \to \{1, 2, 3, 4, 5\}$ satisfy $f(f(x)) = f(x)$ for all $x \in \{1, 2, 3, 4, 5\}$? If the final answer is a number larger than 1000, take modulo 1000.",196
"Let $s(n)$ denote the number of 1’s in the binary representation of $n$. Compute $\frac{1}{255} \sum_{0 \leq n < 16} 2^n (-1)^{s(n)}$. If the final answer is a number larger than 1000, take modulo 1000.",45
"How many sequences of 5 positive integers $(a, b, c, d, e)$ satisfy $abcde \leq a + b + c + d + e \leq 10$? If the final answer is a number larger than 1000, take modulo 1000.",116
"Paul fills in a 7 × 7 grid with the numbers 1 through 49 in a random arrangement. He then erases his work and does the same thing again (to obtain two different random arrangements of the numbers in the grid). What is the expected number of pairs of numbers that occur in either the same row as each other or the same column as each other in both of the two arrangements? If the final answer is a number larger than 1000, take modulo 1000.",735
"There are 5 students on a team for a math competition. The math competition has 5 subject tests. Each student on the team must choose 2 distinct tests, and each test must be taken by exactly two people. In how many ways can this be done? If the final answer is a number larger than 1000, take modulo 1000.",40
"The squares of a 3 × 3 grid are filled with positive integers such that 1 is the label of the upper-leftmost square, 2009 is the label of the lower-rightmost square, and the label of each square divides the one directly to the right of it and the one directly below it. How many such labelings are possible? If the final answer is a number larger than 1000, take modulo 1000.",448
"Given a rearrangement of the numbers from 1 to $n$, each pair of consecutive elements $a$ and $b$ of the sequence can be either increasing (if $a < b$) or decreasing (if $b < a$). How many rearrangements of the numbers from 1 to $n$ have exactly two increasing pairs of consecutive elements? If the final answer is a number larger than 1000, take modulo 1000.",500
"What is the area of the trapezoid formed when a rectangular piece of paper with side lengths 5 by 8 is folded along the dashed lines such that the folded flaps just touch at the corners? If the final answer is a number larger than 1000, take modulo 1000.",275
"What is the height of a unit cube when the freshly-cut face, formed by chopping off a corner such that the cut runs through the three vertices adjacent to the vertex of the chosen corner, is placed on a table? If the final answer is a number larger than 1000, take modulo 1000.",433
"What is the area of the set of awesome points in a right triangle with sides having lengths 3, 4, and 5? If the final answer is a number larger than 1000, take modulo 1000.",150
"What is the ratio of AB to BC in a kite ABCD with ∠B = ∠D = 90^\circ, where M and N are the points of tangency of the incircle of ABCD to AB and BC respectively, and ω is the circle centered at C and tangent to AB and AD? If the final answer is a number larger than 1000, take modulo 1000.",809
"What is the area contained by the boundary of the locus of centers C such that there exists a point D on the boundary of a circle B with radius 6\sqrt{7} and the tangents from D to circle A intersect circle B again at X and Y, and XY is also tangent to A? If the final answer is a number larger than 1000, take modulo 1000.",168
"What is the largest possible value of 1/r, where r is the inradius of a triangle ABC with vertices on lattice points and AB = 1, and the perimeter of ABC is less than 17? If the final answer is a number larger than 1000, take modulo 1000.",809
"In triangle ABC, D is the midpoint of BC, E is the foot of the perpendicular from A to BC, and F is the foot of the perpendicular from D to AC. Given that BE = 5, EC = 9, and the area of triangle ABC is 84, compute |EF|. If the final answer is a number larger than 1000, take modulo 1000.",828
