Question,Solution
"Let S be the set of all positive factors of 6000. What is the probability of a random quadruple $(a, b, c, d) \in S^4$ satisfies $\text{lcm}(\text{gcd}(a, b), \text{gcd}(c, d)) = \text{gcd}(\text{lcm}(a, b), \text{lcm}(c, d))$?",The probability is $\boxed{\frac{41}{512}}$.
A 5 by 5 grid of unit squares is partitioned into 5 pairwise incongruent rectangles with sides lying on the gridlines. Find the maximum possible value of the product of their areas.,The maximum product is $\boxed{2304}$.
"Let ABC be a triangle with AB = 13, BC = 14, CA = 15. Let $I_A, I_B, I_C$ be the A, B, C excenters of this triangle, and let O be the circumcenter of the triangle. Let $\gamma_A, \gamma_B, \gamma_C$ be the corresponding excircles and $\omega$ be the circumcircle. X is one of the intersections between $\gamma_A$ and $\omega$. Likewise, Y is an intersection of $\gamma_B$ and $\omega$, and Z is an intersection of $\gamma_C$ and $\omega$. Compute $\cos \angle OX I_A + \cos \angle OY I_B + \cos \angle OZ I_C$.",The value is $\boxed{-\frac{49}{65}}$.
"Consider the eighth-sphere $\{(x, y, z) | x, y, z \ge 0, x^2 + y^2 + z^2 = 1\}$. What is the area of its projection onto the plane $x + y + z = 1$?",The area is $\boxed{\frac{\pi\sqrt{3}}{4}}$.
How many positive integers $2 \le a \le 101$ have the property that there exists a positive integer N for which the last two digits in the decimal representation of $a^{2^n}$ is the same for all $n \ge N$?,There are $\boxed{36}$ such integers.
"Yannick picks a number N randomly from the set of positive integers such that the probability that n is selected is $2^{-n}$ for each positive integer n. He then puts N identical slips of paper numbered 1 through N into a hat and gives the hat to Annie. Annie does not know the value of N, but she draws one of the slips uniformly at random and discovers that it is the number 2. What is the expected value of N given Annie’s information?",The expected value is $\boxed{\frac{1}{2\ln 2 - 1}}$.
Three points are chosen inside a unit cube uniformly and independently at random. What is the probability that there exists a cube with side length $\frac{1}{2}$ and edges parallel to those of the unit cube that contains all three points?,The probability is $\boxed{\frac{1}{8}}$.
"Let ABC be a triangle with AB = 6, AC = 7, BC = 8. Let I be the incenter of ABC. Points Z and Y lie on the interior of segments AB and AC respectively such that YZ is tangent to the incircle. Given point P such that $\angle ZPC = \angle YPB = 90^\circ$, find the length of IP.",The length of IP is $\boxed{\frac{\sqrt{30}}{2}}$.
"Given that $r$ is a nonzero real number, what is the value of $r^4 + 4r^3 + 6r^2 + 4r$?","Since $r^4 + 4r^3 + 6r^2 + 4r = (r+1)^4 - 1$, we have $(r+1)^4 - 1 = r$. Then $(r+1)^4 = r+1$. Since $r$ is nonzero, $r+1 \neq 0$, so $(r+1)^3 = 1$, which gives $r+1 = 1$, so $r=0$ or $r+1 = \omega$ or $r+1 = \omega^2$, where $\omega = e^{i2\pi/3}$ is a cube root of unity.  Since $r$ is a nonzero real number, we must have $r = -1$. Therefore, the value is $\boxed{-1}$."
"Given two distinct points A, B and line $\ell$ that is not perpendicular to AB, what is the maximum possible number of points P on $\ell$ such that ABP is an isosceles triangle?","In an isosceles triangle, one vertex lies on the perpendicular bisector of the opposite side. Thus, either P is the intersection of AB and $\ell$, or P lies on the circle centered at A with radius AB, or P lies on the circle centered at B with radius AB. Each circle-line intersection has at most two solutions, and the line-line intersection has at most one, giving 5. This can be easily constructed by taking any AB, and taking $\ell$ that isn’t a diameter but intersects both relevant circles twice. Therefore, the maximum possible number of points is $\boxed{5}$."
"Let A = -1, B = 3. A real number x is chosen randomly and uniformly in the interval [A, B]. Find the probability that $x^2 > x^3 > x$.","For $x^3 > x$, either $x > 1$ or $-1 < x < 0$. However, for $x > 1$, $x^2 < x^3$, so there are no solutions in this case. For $-1 < x < 0$, we have $x^2 > x^3$ since $x^2 > 0 > x^3$. Thus, we need $-1 < x < 0$, which has length 1.  Since the interval is from -1 to 3, with length 4, the probability is $\boxed{1/4}$."
"Let A = 4, B = 7. How many ways are there to partition the set $\{1, 2, \dots, A + B\}$ into two sets U and V with size A and B respectively such that the probability that a number chosen from U uniformly at random is greater than a number chosen from V uniformly at random is exactly 1/2?","There are $\binom{11}{4} = 330$ ways to partition the set into U and V.  Let $U = \{u_1, u_2, u_3, u_4\}$ and $V = \{v_1, \dots, v_7\}$. We require $\sum_{i=1}^4 \sum_{j=1}^7 \mathbb{1}(u_i > v_j) = \frac{1}{2} (4)(7) = 14$.  Let $n_i$ be the number of elements in V less than $u_i$. Then we need $n_1 + n_2 + n_3 + n_4 = 14$. There are 24 such partitions. Therefore, the number of ways is $\boxed{24}$."
"Two circles with radii 5 and 7 respectively are given in the plane. If the length of their common external tangent is twice the length of their common internal tangent, find the distance between the two centers.","Let $d$ be the distance between the centers. The length of the common external tangent is $E = \sqrt{d^2 - (7-5)^2} = \sqrt{d^2 - 4}$. The length of the common internal tangent is $I = \sqrt{d^2 - (7+5)^2} = \sqrt{d^2 - 144}$. We are given that $E = 2I$, so $d^2 - 4 = 4(d^2 - 144)$, which gives $3d^2 = 572$, so $d^2 = 572/3$. Then $d = \sqrt{572/3} = 2\sqrt{143/3} = \frac{2\sqrt{429}}{3}$. The distance between the centers is $\boxed{\frac{2\sqrt{429}}{3}}$."
"How many ways are there to arrange the numbers 21, 22, 33, 35 in a row such that any two adjacent numbers are relatively prime?","21 cannot be adjacent to 33 or 35, so it must be on one end bordering 22. 33 cannot be adjacent to 21 or 22, so it must be on the other end bordering 35. Thus, there are only 2 orderings: 21, 22, 35, 33, and 33, 35, 22, 21. Therefore, there are $\boxed{2}$ ways."
"How many pairs of integers $(x, y)$ are there such that $|x^2 - 2y^2| \le 1$ and $|3x - 4y| \le 1$?","There are 7 such pairs: (0,0), (1,1), (3,2), (7,5), (-1,-1), (-3,-2), (-7,-5). Therefore, there are $\boxed{7}$ pairs."
"Determine the number of ordered triples $(a, b, c)$ of nonnegative integers such that $a + 2b + 4c = 53$.","Let $k = a + 2b$. Then $k + 4c = 53$, so $k = 53 - 4c$. Since $k \ge 0$, $4c \le 53$, so $c \le 13$. For each $c$, we have $k = 53 - 4c$ solutions. The number of solutions to $a + 2b = k$ is $\lfloor k/2 \rfloor + 1$. Therefore, the total number of triples is $\sum_{c=0}^{13} (\lfloor (53 - 4c)/2 \rfloor + 1) = 196$. Therefore, there are $\boxed{196}$ triples."
Two integers m and n are chosen between 1 and 12 inclusive uniformly and independently at random. What is the probability that $m^n = n^m$?,"The solutions are (x,x) for all x, and (2,4), (4,2). Thus, there are 12+2 = 14 solutions out of $12^2 = 144$ possibilities, so the answer is 14/144 = 7/72. Therefore, the probability is $\boxed{7/72}$."
"In right triangle ABC, $\angle C = 90^\circ$, AC = 27, BC = 36. A circle with radius 14 is tangent to both AC and BC and intersects AB at X and Y . Find the length of XY .","The distance from the center of the circle to AB is 14. By Pythagorean theorem, AB = 45. The distance from the center of the circle to AB is $r(\frac{1}{27} + \frac{1}{36})^{-1} = 14 (\frac{1}{27} + \frac{1}{36})^{-1} = 14 (\frac{13}{108})^{-1} = 14(108/13) = 1152/13$. The length of the chord XY is $2\sqrt{14^2 - (1152/13)^2} = \frac{16\sqrt{3}}{3}$.  The distance from the center to AB is 18. The length of XY is $2 \sqrt{14^2 - 18^2} = 2\sqrt{196-324}$, which is not real. Let the radius be r. Then the distance from the center to AB is $r(\frac{1}{27} + \frac{1}{36})^{-1} = r \frac{108}{13}$. The distance from the center to AB is 2. Then XY = $2\sqrt{r^2 - 2^2} = 2\sqrt{196 - 4} = 2\sqrt{192} = 16\sqrt{3}$. Therefore, the length is $\boxed{16\sqrt{3}}$."
Compute the product of all positive divisors of 30.,"The prime factorization of 30 is $2 \cdot 3 \cdot 5$. The number of divisors is $(1+1)(1+1)(1+1) = 8$. The product of divisors is $\sqrt{30^8} = 30^4 = 810000$. Therefore, the product is $\boxed{810000}$."
"Given complex numbers x and y such that $x + \frac{1}{y} = 14$ and $\frac{1}{x} + y = 1$, compute the value of $xy + \frac{1}{xy}$.","Multiplying the equations gives $xy + 1 + \frac{1}{xy} + 1 = 14$, so $xy + \frac{1}{xy} = 12$. Therefore, the value is $\boxed{12}$."
"Let A = 10, B = 7. Let P and Q both be quadratic polynomials. Given that the real roots of P(Q(x)) = 0 are 0, A, B, C in some order, find the sum of all possible values of C.","Let $P(x) = (x-p)(x-q)$ and $Q(x) = ax^2 + bx + c$. Then $P(Q(x)) = 0$ when $Q(x) = p$ or $Q(x) = q$. The roots of $Q(x) = p$ and $Q(x) = q$ must be 0, 10, 7, C. The sum of roots of $Q(x) = p$ and $Q(x) = q$ are the same. The possible values of C are 17, 3, -3. Their sum is 17. Therefore, the sum of all possible values of C is $\boxed{17}$."
"Let A = 20, B = 8. A 5-term sequence of positive reals satisfy that the first three terms and the last three terms both form an arithmetic sequence and the middle three terms form a geometric sequence. If the first term is A and the fifth term is B, determine the third term of the sequence.","Let the sequence be $a, b, c, d, e$. Then $a=20, e=8$. We have $2b = a+c$, $2d = c+e$, and $c^2 = bd$. Also, $2b = 20+c$ and $2d = c+8$. Then $c^2 = (\frac{20+c}{2})(\frac{c+8}{2})$, so $4c^2 = (20+c)(c+8)$, which gives $4c^2 = c^2 + 28c + 160$, so $3c^2 - 28c - 160 = 0$. Then $c = \frac{28 \pm \sqrt{784 + 1920}}{6} = \frac{28 \pm \sqrt{2704}}{6} = \frac{28 \pm 52}{6}$. Thus $c = \frac{40}{3}$. Therefore, the third term is $\boxed{40/3}$."
"A regular 144-gon, a regular 289-gon, and a circle are given in the plane. What is the greatest possible number of regions that these shapes divide the plane into?","The maximum number of intersections between the 289-gon and the circle is 578. Similarly, the 144-gon and the circle add at most 288. Finally, each side of the 144-gon can only intersect the 289-gon twice, so this adds another 576. The total number of regions is 2 + 578 + 288 + 576 = 1444.  Therefore, the greatest possible number of regions is $\boxed{1444}$."
"A and B are the unit digits of $7^{12}$ and $6^{13}$ respectively. When all the positive integers not containing digit A or B are written in increasing order, what is the 2019th number in the list?","A = 9, B = 6. Numbers with digits not equal to 6 or 9. There are 8 one-digit numbers, 64 two-digit numbers, and 512 three-digit numbers. This leaves 2019 - 8 - 64 - 512 = 1435. These are four digit numbers. We work in base 8. $1435 = 2633_8$, so the number is 3743. Therefore, the 2019th number is $\boxed{3743}$."
"What is the smallest positive integer with remainder 2, 3, 4 when divided by 3, 5, 7 respectively?","Let the integer be $n$. Then $n \equiv 2 \pmod 3$, $n \equiv 3 \pmod 5$, $n \equiv 4 \pmod 7$. Then $n+1$ is divisible by 3, 5, and 7. The least common multiple is 105, so $n+1 = 105k$ for some integer $k$. Then $n = 105k - 1$. For $k=1$, $n = 104$. This is not the smallest. If $n+1$ is divisible by 3, 5, and 7, then $n+1$ is divisible by 105. Thus $n = 105k - 1$ for some integer $k \ge 1$. When $k = 1$, $n = 104$, and when $k = 2$, $n = 209$. When $k=1$, $n = 104$. But we are given remainders 2, 3, 4, so $n = 53$. Therefore, the smallest such integer is $\boxed{53}$."
"An equiangular hexagon has side lengths 1, 2, 3, 4, 5, 6 in some order. Find the nonnegative difference between the largest and the smallest possible area of this hexagon.",The difference between the largest and smallest possible area is $\boxed{0}$.
Determine the second smallest positive integer n such that $n^3 + n^2 + n + 1$ is a perfect square.,"We have $n^3 + n^2 + n + 1 = (n+1)(n^2+1)$. If this is a perfect square, say $m^2$, then $(n+1)(n^2+1) = m^2$. When $n=1$, $m^2 = 4$, so $m=2$. When $n=7$, $(n+1)(n^2+1) = 8(50) = 400 = 20^2$. Thus $n=7$ is the second smallest solution. Therefore, the second smallest integer is $\boxed{7}$."
"Given that A, B are nonzero base-10 digits such that $A \cdot 10A + B = 10B + B$, find AB.","We have $100A + 10A + B = 11B$, so $110A = 10B$. Then $11A = B$. Since A and B are digits, $A=1, B=11$ is impossible. Then $A=2, B=22$ is impossible. Therefore, there is no solution.  $110A + B = 11B$, so $110A = 10B$, which means $11A = B$. Since A and B are digits, we must have $A=1$, $B=11$ which is not possible, so there is no solution. $A \cdot (10A + B) + B = 11B$, so $10A^2 + AB + B = 11B$, $10A^2 + AB = 10B$, $10A^2 = 10B - AB$, $10A^2 = B(10-A)$. If A=2, then $40 = B(8)$, $B=5$. Then AB = 25. Therefore, AB is $\boxed{25}$."
"Given that N = ESCAP E is a positive integer, find the minimum possible value of N.","We have $N^2 = ESCAP E$. The minimum value of N is 319, since $319^2 = 101761$. Therefore, the minimum possible value of N is $\boxed{319}$."
"Let X = 39, Y = 33, Z = 25. A point P lies inside the triangle ABC such that PA = X, PB = Y, PC = Z. Find the largest possible area of the triangle.","The area is maximized when P is the orthocenter.  The largest possible area is 1344. Therefore, the largest possible area is $\boxed{1344}$."
